Loan_ID,Application_Date,Customer_Age,Gender,Marital_Status,Education_Level,Employment_Type,Annual_Income,Credit_Score,Existing_Loans_Count,Number_of_Dependents,Home_Ownership,Region,Loan_Purpose,Loan_Amount,Loan_Term_Months,Interest_Rate,Monthly_Installment,Debt_to_Income_Ratio,Loan_Status,Repayment_Status
LN305236,2024-01-15,21,Male,Married,Bachelor's,Unemployed,15490.12,516.0,1,3,Rent,Asia,Auto,21553.9,24,11.93,1013.91,95.0,Rejected,N/A
LN306098,2024-01-15,52,Male,Married,High School,Unemployed,8000.0,420.0,1,1,Own,North America,Education,14017.14,36,15.16,487.01,95.0,Rejected,N/A
LN303314,2024-01-15,38,Male,Single,Bachelor's,Unemployed,8481.15,488.0,1,2,Mortgage,North America,Home,115803.34,120,11.1,1601.75,95.0,Rejected,N/A
LN302396,2024-01-16,21,Male,Married,High School,Self-Employed,24510.3,633.0,3,0,Rent,Europe,Auto,7199.33,60,8.69,148.37,44.54,Approved,On-Time
LN302568,2024-01-16,42,Male,Married,Bachelor's,Salaried,65706.15,712.0,0,3,Own,North America,Home,128312.32,120,5.75,1408.47,25.72,Approved,On-Time
LN300299,2024-01-16,39,Male,Single,Master's,Salaried,18638.7,637.0,0,4,Mortgage,North America,Home,245544.71,36,8.88,7794.55,95.0,Pending,N/A
LN301427,2024-01-16,43,Male,Married,PhD,Salaried,99336.09,788.0,2,2,Mortgage,Europe,Home,78415.08,24,4.48,3421.95,47.64,Approved,On-Time
LN306720,2024-01-16,31,Male,Married,Master's,Self-Employed,153963.61,836.0,2,0,Mortgage,South America,Home,123751.11,12,3.6,10514.79,84.6,Approved,On-Time
LN304219,2024-01-16,46,Female,Married,High School,Salaried,48002.99,723.0,0,0,Rent,Europe,Business,16919.58,48,9.28,423.3,10.58,Approved,On-Time
LN304098,2024-01-16,25,Male,Single,High School,Salaried,31194.2,673.0,5,0,Rent,North America,Personal,8236.26,36,9.4,263.45,68.14,Approved,On-Time
LN300069,2024-01-16,29,Male,Divorced,Master's,Salaried,27160.61,605.0,4,3,Rent,Asia,Personal,11686.24,24,10.4,541.42,55.34,Approved,On-Time
LN306053,2024-01-17,50,Male,Single,PhD,Salaried,28430.71,,3,0,Rent,South America,Medical,12432.83,24,9.11,568.62,58.05,Pending,N/A
LN306414,2024-01-17,38,Female,Single,Master's,Self-Employed,47814.88,709.0,3,2,Mortgage,Africa,Auto,15028.36,12,7.51,1303.89,53.35,Approved,On-Time
LN303024,2024-01-17,21,Female,Single,Master's,Business Owner,48260.89,714.0,2,2,Rent,North America,Business,71695.66,84,8.29,1127.85,36.8,Approved,On-Time
LN301360,2024-01-17,57,Male,Single,High School,Salaried,53417.45,606.0,2,1,Rent,North America,Auto,32014.33,24,9.51,1470.07,37.39,Approved,On-Time
LN300376,2024-01-17,40,Male,Divorced,Bachelor's,Salaried,37214.11,677.0,3,5,Rent,North America,Education,22231.19,180,7.93,211.56,19.4,Approved,On-Time
LN301500,2024-01-17,25,Female,Widowed,Master's,Salaried,69054.66,824.0,0,2,Rent,Asia,Auto,9938.47,48,4.19,225.25,3.91,Approved,On-Time
LN306763,2024-01-17,62,Female,Married,Bachelor's,Salaried,51450.13,746.0,4,2,Mortgage,South America,Auto,21895.05,84,6.23,322.27,35.77,Approved,On-Time
LN304288,2024-01-17,26,Female,Single,Master's,Salaried,54251.34,792.0,3,0,Rent,Asia,Auto,38700.68,48,5.85,906.23,34.29,Approved,Late Payments
LN300086,2024-01-17,38,Male,Single,Bachelor's,Business Owner,34632.46,649.0,2,1,Own,Europe,Medical,9258.03,48,9.7,233.48,25.34,Approved,On-Time
LN301329,2024-01-17,48,Female,Married,High School,Salaried,23201.09,747.0,2,3,Mortgage,Europe,Education,14071.5,24,4.45,613.88,63.3,Approved,On-Time
LN306119,2024-01-17,30,Male,Single,Master's,Salaried,61277.42,655.0,2,0,Own,Europe,Auto,29650.15,180,8.31,288.68,17.79,Approved,On-Time
LN303328,2024-01-17,37,Male,Married,High School,Salaried,27659.02,566.0,3,2,Mortgage,Asia,Business,61523.33,24,11.7,2887.5,95.0,Rejected,N/A
LN306679,2024-01-18,38,Female,Single,Bachelor's,Salaried,17223.0,610.0,3,0,Rent,North America,Debt Consolidation,13873.14,120,11.16,192.36,84.97,Pending,N/A
LN305570,2024-01-18,21,Female,Single,Master's,Salaried,44341.11,687.0,2,0,Own,Europe,Debt Consolidation,16153.63,60,7.99,327.46,22.93,Approved,On-Time
LN303694,2024-01-18,43,Female,Married,High School,Business Owner,75200.43,730.0,2,3,Rent,South America,Medical,6259.2,48,6.42,148.21,7.46,Approved,On-Time
LN302062,2024-01-18,54,Male,Single,Bachelor's,Salaried,33854.9,667.0,4,1,Rent,North America,Home,132738.03,48,9.68,3346.22,95.0,Approved,On-Time
LN305461,2024-01-18,44,Male,Divorced,PhD,Unemployed,14374.75,586.0,0,2,Own,North America,Medical,6964.71,60,9.72,147.02,12.27,Pending,N/A
LN300350,2024-01-18,29,Female,Married,Master's,Salaried,61363.55,594.0,3,1,Own,North America,Business,111352.02,48,9.94,2820.97,65.35,Approved,On-Time
LN303839,2024-01-18,51,Female,Married,Master's,Salaried,38405.86,712.0,1,2,Mortgage,South America,Personal,15235.96,12,8.41,1328.24,51.79,Approved,Defaulted
LN306482,2024-01-18,57,Male,Single,Master's,Self-Employed,44551.94,780.0,0,1,Rent,North America,Medical,4314.36,36,6.53,132.29,3.56,Approved,Late Payments
LN306980,2024-01-18,37,Female,Widowed,Bachelor's,Unemployed,8000.0,412.0,1,2,Rent,Asia,Home,202271.3,120,14.28,3174.74,95.0,Rejected,N/A
LN301552,2024-01-18,21,Male,Single,Bachelor's,Salaried,35142.52,723.0,2,1,Mortgage,Asia,Personal,21232.67,12,7.18,1838.96,85.07,Approved,Defaulted
LN305738,2024-01-18,53,Male,Single,Bachelor's,Business Owner,53177.19,731.0,1,0,Own,North America,Home,220003.45,180,6.59,1927.37,49.63,Approved,On-Time
LN304297,2024-01-18,44,Male,Married,Bachelor's,Self-Employed,36982.04,756.0,2,1,Rent,Europe,Education,24390.59,84,6.44,361.48,31.34,Approved,Late Payments
LN300434,2024-01-18,27,Female,Single,Master's,Salaried,91774.5,752.0,4,1,Mortgage,North America,Debt Consolidation,10030.01,60,8.72,206.85,10.95,Approved,On-Time
LN303190,2024-01-18,45,Male,Single,PhD,Self-Employed,74032.89,850.0,1,4,Rent,South America,Personal,15480.36,36,4.46,460.22,8.77,Approved,On-Time
LN301829,2024-01-18,44,Female,Married,Bachelor's,Salaried,31953.21,780.0,4,0,Rent,North America,Auto,29537.25,12,5.25,2531.99,95.0,Approved,On-Time
LN306169,2024-01-19,39,Male,Single,High School,Salaried,27905.52,718.0,2,0,Rent,North America,Personal,10133.89,120,8.48,125.54,13.92,Approved,Late Payments
LN305631,2024-01-19,48,Female,Single,Master's,Salaried,50617.83,726.0,0,0,Rent,Europe,Business,89239.97,84,7.98,1390.02,32.95,Approved,On-Time
LN304130,2024-01-19,58,Female,Single,High School,Salaried,59096.73,625.0,1,2,Rent,North America,Personal,23806.77,84,9.73,391.91,11.62,Approved,On-Time
LN305120,2024-01-19,39,Male,Single,High School,Business Owner,46745.0,681.0,0,2,Own,Africa,Auto,14332.88,120,9.03,181.8,4.67,Approved,On-Time
LN304091,2024-01-19,42,Male,Married,Master's,Salaried,55751.39,712.0,2,2,Mortgage,Europe,Business,60792.35,60,8.18,1237.89,34.98,Approved,On-Time
LN302135,2024-01-19,42,Male,Married,Bachelor's,Salaried,25909.75,656.0,0,2,Own,Europe,Debt Consolidation,35081.23,48,9.48,881.02,40.8,Approved,Defaulted
LN302461,2024-01-19,43,Female,Married,High School,Salaried,32679.19,585.0,1,0,Mortgage,Asia,Auto,12466.43,60,9.04,259.02,15.55,Approved,Defaulted
LN301516,2024-01-19,43,Male,Single,PhD,Salaried,78381.03,836.0,2,1,Mortgage,North America,Home,71967.36,48,3.97,1623.99,33.82,Approved,On-Time
LN303984,2024-01-19,64,Male,Married,PhD,Salaried,103098.75,775.0,1,3,Rent,Europe,Education,29409.86,60,5.28,558.78,7.93,Approved,On-Time
LN304393,2024-01-19,39,Female,Single,Bachelor's,Salaried,36822.6,609.0,2,3,Rent,Africa,Personal,14245.87,60,10.25,304.44,31.0,Approved,On-Time
LN306378,2024-01-19,26,Female,Widowed,Master's,Unemployed,8000.0,553.0,0,1,Mortgage,South America,Medical,2185.15,60,10.3,46.75,7.01,Pending,N/A
LN301884,2024-01-19,35,Male,Married,Master's,Business Owner,58704.07,590.0,0,1,Mortgage,North America,Home,194156.83,60,10.45,4168.38,85.21,Rejected,N/A
LN306970,2024-01-19,28,Male,Single,Bachelor's,Self-Employed,26085.4,,1,2,Rent,Asia,Personal,17892.22,60,9.86,378.93,27.64,Approved,Late Payments
LN306320,2024-01-20,43,Female,Divorced,Bachelor's,Business Owner,23406.67,575.0,0,0,Mortgage,Asia,Personal,7848.89,240,11.28,82.52,4.23,Approved,On-Time
LN304424,2024-01-20,49,Male,Single,Master's,Salaried,52547.52,816.0,2,1,Rent,Europe,Education,2211.94,180,5.82,18.45,7.33,Approved,On-Time
LN304872,2024-01-20,39,Male,Married,High School,Salaried,25576.42,630.0,2,2,Own,Africa,Education,37728.0,60,8.57,775.32,56.27,Approved,Defaulted
LN301701,2024-01-20,43,Male,Single,Bachelor's,Salaried,51729.5,669.0,1,0,Mortgage,North America,Home,143170.51,36,6.32,4376.31,95.0,Approved,On-Time
LN304400,2024-01-20,38,Female,Divorced,High School,Business Owner,57573.44,722.0,4,0,Own,North America,Debt Consolidation,11990.11,24,8.33,544.09,20.3,Approved,Late Payments
LN302629,2024-01-20,21,Female,Divorced,Master's,Business Owner,56832.04,665.0,1,1,Own,South America,Education,12208.83,180,7.4,112.48,4.78,Approved,On-Time
LN304689,2024-01-20,51,Male,Married,High School,Salaried,30400.81,708.0,0,0,Own,Asia,Education,15686.52,12,7.11,1358.1,53.61,Approved,Late Payments
LN302359,2024-01-20,28,Female,Married,Master's,Unemployed,9096.29,538.0,5,1,Rent,Asia,Debt Consolidation,19529.77,12,11.99,1735.11,95.0,Rejected,N/A
LN301861,2024-01-20,32,Female,Married,Master's,Business Owner,81987.1,850.0,0,1,Rent,Africa,Medical,6780.68,60,3.2,122.44,1.79,Approved,Late Payments
LN304974,2024-01-20,44,Male,Single,Bachelor's,Business Owner,82616.46,742.0,1,0,Own,Asia,Debt Consolidation,11831.29,48,6.7,281.67,7.27,Approved,On-Time
LN302199,2024-01-20,26,Female,Married,High School,Salaried,18682.58,584.0,2,0,Rent,South America,Debt Consolidation,16372.99,48,12.2,432.77,71.56,Pending,N/A
LN303505,2024-01-21,34,Female,Married,Master's,Self-Employed,46249.35,571.0,3,2,Mortgage,Asia,Home,126124.05,60,9.36,2640.22,77.78,Rejected,N/A
LN300892,2024-01-21,38,Male,Widowed,Master's,Salaried,52097.99,687.0,0,1,Own,Africa,Personal,6131.68,120,9.35,78.84,1.82,Approved,On-Time
LN300099,2024-01-21,21,Female,Married,High School,Business Owner,50462.29,619.0,3,2,Rent,North America,Debt Consolidation,10523.15,120,10.05,139.36,26.1,Approved,On-Time
LN302093,2024-01-21,21,Female,Married,Master's,Salaried,38496.12,700.0,2,0,Mortgage,North America,Personal,11576.08,60,7.93,234.33,14.41,Approved,On-Time
LN302704,2024-01-21,33,Female,Married,Bachelor's,Business Owner,31237.62,491.0,3,1,Own,Asia,Personal,17651.21,24,11.66,828.1,69.54,Pending,N/A
LN304752,2024-01-21,21,Male,Married,Bachelor's,Salaried,19250.08,586.0,0,1,Rent,Europe,Personal,11589.42,240,11.2,121.21,7.56,Approved,On-Time
LN300942,2024-01-21,31,Male,Single,Bachelor's,Business Owner,15252.62,603.0,4,0,Rent,Asia,Business,58101.04,24,10.29,2688.85,95.0,Pending,N/A
LN305781,2024-01-21,45,Female,Married,Bachelor's,Salaried,,730.0,2,3,Mortgage,North America,Personal,13854.18,120,5.51,150.42,18.59,Approved,Late Payments
LN305956,2024-01-22,41,Male,Single,Master's,Salaried,69790.44,709.0,0,1,Rent,Australia,Business,49095.49,12,9.41,4302.81,73.98,Approved,On-Time
LN303811,2024-01-22,50,Male,Divorced,Bachelor's,Salaried,37512.38,773.0,1,3,Rent,North America,Personal,11348.07,84,6.28,167.31,14.59,Approved,Late Payments
LN303973,2024-01-22,23,Male,Married,Bachelor's,Business Owner,34286.74,743.0,1,3,Rent,Europe,Personal,10130.59,36,8.52,319.89,22.38,Approved,On-Time
LN303146,2024-01-22,38,Female,Single,Master's,Salaried,64302.11,682.0,0,1,Mortgage,Europe,Business,142790.62,48,9.2,3566.93,66.57,Approved,On-Time
LN301336,2024-01-22,24,Female,Divorced,Bachelor's,Unemployed,8000.0,534.0,0,0,Rent,Europe,Personal,7603.37,24,12.12,358.34,53.75,Pending,N/A
LN304244,2024-01-22,21,Female,Single,Master's,Salaried,25803.04,591.0,1,3,Rent,Europe,Business,106844.12,84,12.25,1900.41,95.0,Approved,On-Time
LN303248,2024-01-22,22,Female,Married,High School,Salaried,32021.91,628.0,0,0,Mortgage,Europe,Medical,10636.09,240,8.39,91.56,3.43,Approved,On-Time
LN302938,2024-01-22,29,Male,Married,Bachelor's,Self-Employed,85816.82,830.0,0,2,Rent,North America,Home,361307.71,84,5.09,5121.98,71.62,Approved,On-Time
LN304664,2024-01-22,41,Male,Married,Bachelor's,Business Owner,28697.98,591.0,1,2,Own,Asia,Home,131377.56,36,10.44,4266.38,95.0,Rejected,N/A
LN303678,2024-01-22,35,Male,Married,PhD,Salaried,125459.81,623.0,1,1,Mortgage,Africa,Auto,38404.92,12,9.32,3364.27,33.32,Approved,On-Time
LN306530,2024-01-22,42,Female,Married,Bachelor's,Salaried,36811.37,754.0,0,1,Rent,Europe,Business,66908.64,48,7.47,1616.84,52.71,Approved,On-Time
LN306251,2024-01-22,29,Female,Single,Bachelor's,Salaried,70253.34,836.0,2,1,Rent,Europe,Auto,25616.47,36,3.13,746.43,23.47,Approved,On-Time
LN301825,2024-01-22,31,Male,Married,High School,Salaried,38710.05,641.0,2,3,Rent,Asia,Personal,7595.43,48,9.31,190.13,18.85,Approved,On-Time
LN305406,2024-01-22,57,Male,Single,Bachelor's,Salaried,31019.14,628.0,2,5,Mortgage,Africa,Medical,7826.87,84,10.46,131.8,12.45,Approved,On-Time
LN306338,2024-01-22,35,Male,Single,Bachelor's,Business Owner,37468.37,609.0,0,1,Rent,Asia,Home,215884.54,84,8.88,3460.25,95.0,Rejected,N/A
LN302491,2024-01-22,42,Female,Single,Master's,Self-Employed,39866.98,647.0,0,0,Own,South America,Debt Consolidation,5971.81,84,10.06,99.32,2.99,Approved,On-Time
LN303788,2024-01-22,32,Female,Married,Bachelor's,Salaried,17943.12,673.0,0,1,Own,North America,Business,95378.91,12,7.9,8292.45,95.0,Pending,N/A
LN302877,2024-01-23,48,Female,Single,Bachelor's,Salaried,66697.61,721.0,3,1,Mortgage,South America,Personal,16409.86,120,7.65,196.08,16.66,Approved,On-Time
LN300877,2024-01-23,61,Male,Married,Bachelor's,Business Owner,41181.21,712.0,3,2,Rent,North America,Personal,5645.22,84,7.54,86.7,21.9,Approved,Late Payments
LN303029,2024-01-23,46,Female,Married,Bachelor's,Salaried,70052.81,766.0,0,2,Own,Europe,Home,185431.25,24,5.76,8198.39,95.0,Approved,On-Time
LN304611,2024-01-23,45,Female,Married,Bachelor's,Salaried,41523.84,,0,1,Own,Europe,Home,122765.83,36,8.0,3847.03,95.0,Approved,On-Time
LN304407,2024-01-23,50,Female,Single,High School,Salaried,19127.05,621.0,0,0,Mortgage,North America,Personal,5739.91,36,10.7,187.1,11.74,Approved,Late Payments
LN303508,2024-01-23,37,Male,Married,Master's,Salaried,41959.82,646.0,2,1,Own,Asia,Personal,12684.16,36,10.09,409.82,25.13,Approved,Late Payments
LN304820,2024-01-23,25,Male,Single,PhD,Self-Employed,40455.22,703.0,1,3,Own,South America,Education,10013.07,24,8.07,453.18,23.51,Approved,On-Time
LN301713,2024-01-23,37,Male,Married,High School,Unemployed,8000.0,521.0,1,1,Mortgage,North America,Auto,14766.91,180,12.07,177.89,42.5,Pending,N/A
LN304808,2024-01-23,58,Female,Single,High School,Unemployed,8000.0,511.0,1,2,Rent,Africa,Education,13352.01,120,12.42,194.82,44.12,Rejected,N/A
LN306397,2024-01-23,21,Other,Single,Master's,Business Owner,96795.72,,0,0,Mortgage,Africa,Debt Consolidation,13384.04,84,10.02,222.33,2.76,Approved,Defaulted
LN301370,2024-01-23,31,Male,Married,Bachelor's,Business Owner,24330.81,744.0,0,0,Own,Africa,Home,165381.21,120,6.31,1861.92,91.83,Approved,On-Time
LN301097,2024-01-23,60,Male,Married,Master's,Salaried,70795.72,584.0,0,0,Rent,North America,Education,18491.46,120,9.1,235.24,3.99,Approved,Late Payments
LN300544,2024-01-23,34,Male,Divorced,Master's,Self-Employed,55535.76,764.0,2,4,Own,North America,Auto,7900.88,240,5.06,52.4,15.23,Approved,On-Time
LN306648,2024-01-23,42,Female,Married,Bachelor's,Unemployed,8000.0,583.0,4,1,Own,North America,Debt Consolidation,32140.93,48,10.23,818.73,95.0,Rejected,N/A
LN303462,2024-01-24,42,Male,Single,Master's,Salaried,,804.0,0,3,Mortgage,North America,Personal,4355.37,36,5.58,131.67,3.88,Approved,On-Time
LN303854,2024-01-24,50,Male,Married,Bachelor's,Salaried,49984.83,576.0,1,0,Mortgage,Asia,Debt Consolidation,17928.6,24,11.7,841.45,23.81,Pending,N/A
LN301245,2024-01-24,40,Female,Married,Bachelor's,Salaried,68090.36,773.0,0,4,Mortgage,North America,Debt Consolidation,14043.39,180,4.01,103.95,1.83,Approved,On-Time
LN302763,2024-01-24,31,Female,Single,Bachelor's,Salaried,28864.2,632.0,0,2,Rent,Africa,Home,101273.04,48,8.18,2480.94,95.0,Pending,N/A
LN301832,2024-01-24,34,Male,Widowed,Master's,Business Owner,232856.2,793.0,1,0,Own,South America,Education,22704.83,36,5.59,686.51,4.45,Approved,On-Time
LN306811,2024-01-24,38,Male,Married,Bachelor's,Salaried,42144.33,690.0,0,3,Rent,Asia,Debt Consolidation,28971.78,36,10.38,940.02,26.77,Approved,On-Time
LN302759,2024-01-24,24,Female,Single,PhD,Business Owner,79144.96,717.0,2,0,Own,Asia,Home,313651.83,36,6.08,9553.27,95.0,Approved,Late Payments
LN305283,2024-01-24,48,Female,Married,Master's,Self-Employed,51340.7,795.0,2,2,Rent,Europe,Medical,10431.0,36,7.21,323.08,21.96,Approved,On-Time
LN300365,2024-01-24,42,Male,Widowed,High School,Salaried,64251.62,654.0,2,0,Mortgage,South America,Personal,7828.33,36,7.95,245.13,10.41,Approved,Late Payments
LN300093,2024-01-24,50,Male,Married,High School,Business Owner,49600.14,643.0,1,3,Own,North America,Auto,8587.41,180,8.84,86.28,8.47,Approved,On-Time
LN305508,2024-01-25,42,Female,Single,Bachelor's,Salaried,16006.86,618.0,2,2,Mortgage,Asia,Personal,5838.65,48,9.37,146.32,39.29,Approved,On-Time
LN303592,2024-01-25,34,Female,Single,Master's,Self-Employed,83028.53,741.0,3,3,Mortgage,North America,Home,215672.57,24,6.34,9591.82,95.0,Approved,On-Time
LN305175,2024-01-25,52,Female,Married,Master's,Salaried,172438.91,694.0,1,2,Own,South America,Business,20862.86,12,8.59,1820.52,14.83,Approved,On-Time
LN300092,2024-01-25,34,Male,Single,PhD,Salaried,101917.64,750.0,1,2,Mortgage,Asia,Business,162746.88,24,8.61,7405.96,90.78,Pending,N/A
LN305618,2024-01-25,34,Male,Divorced,High School,Unemployed,12142.71,528.0,3,1,Mortgage,Australia,Education,27445.77,240,11.19,286.85,95.0,Pending,N/A
LN305869,2024-01-25,36,Female,Single,Bachelor's,Salaried,,692.0,2,1,Own,North America,Personal,13652.36,48,6.73,325.22,27.74,Pending,N/A
LN306654,2024-01-25,37,Female,Single,Bachelor's,Salaried,12969.57,699.0,0,1,Mortgage,Africa,Home,136515.12,36,7.79,4264.67,95.0,Pending,N/A
LN306463,2024-01-25,44,Male,Widowed,High School,Salaried,30029.1,625.0,2,0,Own,Asia,Debt Consolidation,9348.63,84,9.25,151.6,25.15,Approved,On-Time
LN304318,2024-01-25,46,Female,Widowed,Master's,Self-Employed,34593.12,766.0,2,0,Rent,Asia,Home,173583.94,180,5.39,1408.21,65.9,Approved,On-Time
LN304305,2024-01-25,34,Male,Married,Bachelor's,Salaried,100625.82,656.0,0,4,Mortgage,Europe,Personal,4059.63,240,10.07,39.36,1.0,Approved,Defaulted
LN305414,2024-01-25,21,Male,Married,Bachelor's,Business Owner,25862.99,779.0,2,1,Rent,North America,Debt Consolidation,11988.77,12,6.88,1036.69,70.41,Approved,On-Time
LN302472,2024-01-25,42,Female,Married,Bachelor's,Self-Employed,,727.0,0,3,Own,Africa,Personal,5051.65,84,8.3,79.49,2.34,Approved,On-Time
LN303110,2024-01-25,23,Male,Single,Bachelor's,Business Owner,60826.14,626.0,1,3,Rent,South America,Auto,33286.96,60,8.01,675.1,17.78,Approved,On-Time
LN305506,2024-01-25,21,Male,Married,Bachelor's,Salaried,25333.85,769.0,3,0,Mortgage,North America,Business,114242.08,36,7.51,3554.16,95.0,Approved,On-Time
LN303682,2024-01-26,66,Male,Single,Bachelor's,Salaried,37427.59,647.0,3,1,Rent,Europe,Auto,20555.46,60,9.41,430.8,29.19,Approved,Late Payments
LN303577,2024-01-26,40,Male,Married,PhD,Self-Employed,53317.2,788.0,2,0,Mortgage,Asia,Medical,6066.89,36,6.96,187.22,16.88,Approved,Late Payments
LN302851,2024-01-26,42,Male,Divorced,Master's,Salaried,27634.68,749.0,1,2,Rent,Europe,Personal,11446.26,120,6.52,130.09,14.33,Approved,On-Time
LN303446,2024-01-26,21,Male,Married,Bachelor's,Business Owner,86045.01,711.0,0,0,Rent,Africa,Personal,6129.72,60,8.51,125.79,1.75,Approved,On-Time
LN306757,2024-01-26,51,Female,Single,Bachelor's,Salaried,21951.74,655.0,0,1,Rent,Asia,Education,27877.55,24,10.11,1287.82,70.4,Approved,On-Time
LN306475,2024-01-26,52,Female,Single,Bachelor's,Self-Employed,27508.34,629.0,0,1,Mortgage,Europe,Auto,13613.72,60,9.79,287.85,12.56,Approved,On-Time
LN305722,2024-01-26,48,Male,Single,Bachelor's,Salaried,29845.12,728.0,1,1,Own,North America,Personal,4888.51,48,6.15,115.14,10.06,Approved,Late Payments
LN300506,2024-01-26,28,Female,Single,Bachelor's,Self-Employed,23256.71,589.0,4,3,Rent,Europe,Medical,4209.1,48,10.87,108.52,25.45,Pending,N/A
LN304064,2024-01-26,21,Male,Married,Bachelor's,Unemployed,9334.28,626.0,2,2,Rent,Asia,Auto,16584.6,48,8.09,405.58,95.0,Approved,Defaulted
LN303515,2024-01-26,27,Female,Divorced,Bachelor's,Salaried,29474.07,850.0,0,1,Own,Asia,Business,95444.5,60,4.88,1795.91,73.12,Approved,On-Time
LN301260,2024-01-26,41,Male,Married,Master's,Salaried,65981.98,796.0,5,1,Rent,Europe,Home,105742.29,84,5.41,1515.01,37.39,Approved,Late Payments
LN304007,2024-01-26,22,Male,Married,Bachelor's,Salaried,25586.67,759.0,2,1,Mortgage,Asia,Auto,24941.59,12,5.44,2140.22,95.0,Approved,Late Payments
LN300984,2024-01-26,49,Male,Single,High School,Unemployed,10562.59,443.0,3,0,Rent,North America,Auto,31817.79,24,14.0,1527.66,95.0,Pending,N/A
LN302996,2024-01-26,33,Male,Divorced,High School,Self-Employed,60252.07,733.0,2,3,Own,North America,Medical,6079.49,12,8.67,530.73,22.41,Approved,Late Payments
LN304892,2024-01-26,35,Female,Single,Bachelor's,Self-Employed,52237.14,634.0,3,0,Mortgage,North America,Education,17676.6,60,9.64,372.45,29.93,Approved,Defaulted
LN304136,2024-01-27,37,Female,Single,High School,Business Owner,32827.42,643.0,3,0,Own,Asia,Education,9359.57,36,9.04,297.81,36.95,Pending,N/A
LN305728,2024-01-27,57,Other,Widowed,Master's,Self-Employed,19870.11,670.0,0,2,Mortgage,North America,Business,41552.4,48,9.5,1043.93,63.05,Approved,Late Payments
